Enfermero,Paciente,UE,Valor
5003,1028,2023,-0.0
5003,1028,2024,-0.0
5003,1029,2001,-0.0
5003,1029,2002,-0.0
5003,1029,2003,-0.0
5003,1029,2004,-0.0
5003,1029,2005,-0.0
5003,1029,2006,-0.0
5003,1029,2007,-0.0
5003,1029,2008,-0.0
5003,1029,2009,-0.0
5003,1029,2010,-0.0
5003,1029,2011,-0.0
5003,1029,2012,-0.0
5003,1029,2013,-0.0
5003,1029,2014,-0.0
5003,1029,2015,-0.0
5003,1029,2016,-0.0
5003,1029,2017,-0.0
5003,1029,2018,-0.0
5003,1029,2019,-0.0
5003,1029,2020,-0.0
5003,1029,2021,-0.0
5003,1029,2022,-0.0
5003,1029,2023,-0.0
5003,1029,2024,-0.0
5003,1030,2001,-0.0
5003,1030,2002,-0.0
5003,1030,2003,-0.0
5003,1030,2004,-0.0
5003,1030,2005,-0.0
5003,1030,2006,-0.0
5003,1030,2007,-0.0
5003,1030,2008,-0.0
5003,1030,2009,-0.0
5003,1030,2010,-0.0
5003,1030,2011,-0.0
5003,1030,2012,-0.0
5003,1030,2013,-0.0
5003,1030,2014,-0.0
5003,1030,2015,-0.0
5003,1030,2016,-0.0
5003,1030,2017,-0.0
5003,1030,2018,-0.0
5003,1030,2019,-0.0
5003,1030,2020,-0.0
5003,1030,2021,-0.0
5003,1030,2022,-0.0
5003,1030,2023,-0.0
5003,1030,2024,-0.0
5003,1058,2001,-0.0
5003,1058,2002,-0.0
5003,1058,2003,-0.0
5003,1058,2004,-0.0
5003,1058,2005,-0.0
5003,1058,2006,-0.0
5003,1058,2007,-0.0
5003,1058,2008,-0.0
5003,1058,2009,-0.0
5003,1058,2010,-0.0
5003,1058,2011,-0.0
5003,1058,2012,-0.0
5003,1058,2013,-0.0
5003,1058,2014,-0.0
5003,1058,2015,-0.0
5003,1058,2016,-0.0
5003,1058,2017,-0.0
5003,1058,2018,-0.0
5003,1058,2019,-0.0
5003,1058,2020,-0.0
5003,1058,2021,-0.0
5003,1058,2022,-0.0
5003,1058,2023,-0.0
5003,1058,2024,-0.0
5003,1059,2001,0.0
5003,1059,2002,0.0
5003,1059,2003,0.0
5003,1059,2004,0.0
5003,1059,2005,0.0
5003,1059,2006,0.0
5003,1059,2007,0.0
5003,1059,2008,0.0
5003,1059,2009,0.0
5003,1059,2010,0.0
5003,1059,2011,-0.0
5003,1059,2012,0.0
5003,1059,2013,0.0
5003,1059,2014,0.0
5003,1059,2015,0.0
5003,1059,2016,0.0
5003,1059,2017,0.0
5003,1059,2018,1.0
5003,1059,2019,0.0
5003,1059,2020,0.0
5003,1059,2021,0.0
5003,1059,2022,0.0
5003,1059,2023,0.0
5003,1059,2024,0.0
5003,1061,2001,-0.0
5003,1061,2002,-0.0
5003,1061,2003,-0.0
5003,1061,2004,-0.0
5003,1061,2005,-0.0
5003,1061,2006,-0.0
5003,1061,2007,-0.0
5003,1061,2008,-0.0
5003,1061,2009,-0.0
5003,1061,2010,-0.0
5003,1061,2011,-0.0
5003,1061,2012,-0.0
5003,1061,2013,-0.0
5003,1061,2014,-0.0
5003,1061,2015,-0.0
5003,1061,2016,-0.0
5003,1061,2017,-0.0
5003,1061,2018,-0.0
5003,1061,2019,-0.0
5003,1061,2020,-0.0
5003,1061,2021,-0.0
5003,1061,2022,-0.0
5003,1061,2023,-0.0
5003,1061,2024,-0.0
5003,1062,2001,-0.0
5003,1062,2002,-0.0
5003,1062,2003,-0.0
5003,1062,2004,-0.0
5003,1062,2005,-0.0
5003,1062,2006,-0.0
5003,1062,2007,-0.0
5003,1062,2008,-0.0
5003,1062,2009,-0.0
5003,1062,2010,-0.0
5003,1062,2011,-0.0
5003,1062,2012,-0.0
5003,1062,2013,-0.0
5003,1062,2014,-0.0
5003,1062,2015,-0.0
5003,1062,2016,-0.0
5003,1062,2017,-0.0
5003,1062,2018,-0.0
5003,1062,2019,-0.0
5003,1062,2020,-0.0
5003,1062,2021,-0.0
5003,1062,2022,-0.0
5003,1062,2023,-0.0
5003,1062,2024,-0.0
5003,1065,2001,-0.0
5003,1065,2002,-0.0
5003,1065,2003,-0.0
5003,1065,2004,-0.0
5003,1065,2005,-0.0
5003,1065,2006,-0.0
5003,1065,2007,-0.0
5003,1065,2008,-0.0
5003,1065,2009,-0.0
5003,1065,2010,-0.0
5003,1065,2011,-0.0
5003,1065,2012,-0.0
5003,1065,2013,-0.0
5003,1065,2014,-0.0
5003,1065,2015,-0.0
5003,1065,2016,-0.0
5003,1065,2017,-0.0
5003,1065,2018,-0.0
5003,1065,2019,-0.0
5003,1065,2020,-0.0
5003,1065,2021,-0.0
5003,1065,2022,-0.0
5003,1065,2023,-0.0
5003,1065,2024,-0.0
5003,1066,2001,-0.0
5003,1066,2002,-0.0
5003,1066,2003,-0.0
5003,1066,2004,-0.0
5003,1066,2005,-0.0
5003,1066,2006,-0.0
5003,1066,2007,-0.0
5003,1066,2008,-0.0
5003,1066,2009,-0.0
5003,1066,2010,-0.0
5003,1066,2011,-0.0
5003,1066,2012,-0.0
5003,1066,2013,-0.0
5003,1066,2014,-0.0
5003,1066,2015,-0.0
5003,1066,2016,-0.0
5003,1066,2017,-0.0
5003,1066,2018,-0.0
5003,1066,2019,-0.0
5003,1066,2020,-0.0
5003,1066,2021,-0.0
5003,1066,2022,-0.0
5003,1066,2023,-0.0
5003,1066,2024,-0.0
5003,1094,2001,-0.0
5003,1094,2002,-0.0
5003,1094,2003,-0.0
5003,1094,2004,-0.0
5003,1094,2005,-0.0
5003,1094,2006,-0.0
5003,1094,2007,-0.0
5003,1094,2008,-0.0
5003,1094,2009,-0.0
5003,1094,2010,-0.0
5003,1094,2011,-0.0
5003,1094,2012,-0.0
5003,1094,2013,-0.0
5003,1094,2014,-0.0
5003,1094,2015,-0.0
5003,1094,2016,-0.0
5003,1094,2017,-0.0
5003,1094,2018,-0.0
5003,1094,2019,-0.0
5003,1094,2020,-0.0
5003,1094,2021,-0.0
5003,1094,2022,-0.0
5003,1094,2023,-0.0
5003,1094,2024,-0.0
5003,1100,2001,-0.0
5003,1100,2002,-0.0
5003,1100,2003,-0.0
5003,1100,2004,-0.0
5003,1100,2005,-0.0
5003,1100,2006,0.0
5003,1100,2007,-0.0
5003,1100,2008,-0.0
5003,1100,2009,-0.0
5003,1100,2010,-0.0
5003,1100,2011,-0.0
5003,1100,2012,-0.0
5003,1100,2013,-0.0
5003,1100,2014,-0.0
5003,1100,2015,-0.0
5003,1100,2016,-0.0
5003,1100,2017,-0.0
5003,1100,2018,-0.0
5003,1100,2019,-0.0
5003,1100,2020,-0.0
5003,1100,2021,-0.0
5003,1100,2022,-0.0
5003,1100,2023,-0.0
5003,1100,2024,-0.0
5003,1042,2001,-0.0
5003,1042,2002,-0.0
5003,1042,2003,-0.0
5003,1042,2004,-0.0
5003,1042,2005,-0.0
5003,1042,2006,-0.0
5003,1042,2007,-0.0
5003,1042,2008,-0.0
5003,1042,2009,-0.0
5003,1042,2010,-0.0
5003,1042,2011,-0.0
5003,1042,2012,-0.0
5003,1042,2013,-0.0
5003,1042,2014,-0.0
5003,1042,2015,-0.0
5003,1042,2016,-0.0
5003,1042,2017,-0.0
5003,1042,2018,-0.0
5003,1042,2019,-0.0
5003,1042,2020,-0.0
5003,1042,2021,-0.0
5003,1042,2022,-0.0
5003,1042,2023,-0.0
5003,1042,2024,-0.0
5003,1063,2001,-0.0
5003,1063,2002,-0.0
5003,1063,2003,-0.0
5003,1063,2004,-0.0
5003,1063,2005,-0.0
5003,1063,2006,-0.0
5003,1063,2007,-0.0
5003,1063,2008,-0.0
5003,1063,2009,-0.0
5003,1063,2010,-0.0
5003,1063,2011,-0.0
5003,1063,2012,-0.0
5003,1063,2013,-0.0
5003,1063,2014,-0.0
5003,1063,2015,-0.0
5003,1063,2016,-0.0
5003,1063,2017,-0.0
5003,1063,2018,-0.0
5003,1063,2019,-0.0
5003,1063,2020,-0.0
5003,1063,2021,-0.0
5003,1063,2022,-0.0
5003,1063,2023,-0.0
5003,1063,2024,-0.0
5004,1001,2001,-0.0
5004,1001,2002,-0.0
5004,1001,2003,-0.0
5004,1001,2004,-0.0
5004,1001,2005,-0.0
5004,1001,2006,-0.0
5004,1001,2007,-0.0
5004,1001,2008,-0.0
5004,1001,2009,-0.0
5004,1001,2010,-0.0
5004,1001,2011,-0.0
5004,1001,2012,-0.0
5004,1001,2013,-0.0
5004,1001,2014,-0.0
5004,1001,2015,-0.0
5004,1001,2016,-0.0
5004,1001,2017,-0.0
5004,1001,2018,-0.0
5004,1001,2019,-0.0
5004,1001,2020,-0.0
5004,1001,2021,-0.0
5004,1001,2022,-0.0
5004,1001,2023,-0.0
5004,1001,2024,-0.0
5004,1002,2001,0.0
5004,1002,2002,0.0
5004,1002,2003,0.0
5004,1002,2004,0.0
5004,1002,2005,0.0
5004,1002,2006,0.0
5004,1002,2007,0.0
5004,1002,2008,0.0
5004,1002,2009,0.0
5004,1002,2010,0.0
5004,1002,2011,0.0
5004,1002,2012,0.0
5004,1002,2013,0.0
5004,1002,2014,0.0
5004,1002,2015,-0.0
5004,1002,2016,0.0
5004,1002,2017,0.0
5004,1002,2018,0.0
5004,1002,2019,0.0
5004,1002,2020,0.0
5004,1002,2021,0.0
5004,1002,2022,0.0
5004,1002,2023,0.0
5004,1002,2024,1.0
5004,1003,2001,-0.0
5004,1003,2002,-0.0
5004,1003,2003,-0.0
5004,1003,2004,-0.0
5004,1003,2005,-0.0
5004,1003,2006,-0.0
5004,1003,2007,-0.0
5004,1003,2008,-0.0
5004,1003,2009,-0.0
5004,1003,2010,-0.0
5004,1003,2011,-0.0
5004,1003,2012,-0.0
5004,1003,2013,-0.0
5004,1003,2014,-0.0
5004,1003,2015,-0.0
5004,1003,2016,-0.0
5004,1003,2017,-0.0
5004,1003,2018,-0.0
5004,1003,2019,-0.0
5004,1003,2020,-0.0
5004,1003,2021,-0.0
5004,1003,2022,-0.0
5004,1003,2023,-0.0
5004,1003,2024,-0.0
5004,1026,2001,-0.0
5004,1026,2002,-0.0
5004,1026,2003,-0.0
5004,1026,2004,-0.0
5004,1026,2005,-0.0
5004,1026,2006,-0.0
5004,1026,2007,-0.0
5004,1026,2008,-0.0
5004,1026,2009,-0.0
5004,1026,2010,-0.0
5004,1026,2011,-0.0
5004,1026,2012,-0.0
5004,1026,2013,-0.0
5004,1026,2014,-0.0
5004,1026,2015,-0.0
5004,1026,2016,-0.0
5004,1026,2017,-0.0
5004,1026,2018,-0.0
5004,1026,2019,-0.0
5004,1026,2020,-0.0
5004,1026,2021,-0.0
5004,1026,2022,-0.0
5004,1026,2023,-0.0
5004,1026,2024,-0.0
5004,1027,2001,-0.0
5004,1027,2002,-0.0
5004,1027,2003,-0.0
5004,1027,2004,-0.0
5004,1027,2005,-0.0
5004,1027,2006,-0.0
5004,1027,2007,-0.0
5004,1027,2008,-0.0
5004,1027,2009,-0.0
5004,1027,2010,-0.0
5004,1027,2011,-0.0
5004,1027,2012,-0.0
5004,1027,2013,-0.0
5004,1027,2014,-0.0
5004,1027,2015,-0.0
5004,1027,2016,-0.0
5004,1027,2017,-0.0
5004,1027,2018,-0.0
5004,1027,2019,-0.0
5004,1027,2020,-0.0
5004,1027,2021,-0.0
5004,1027,2022,-0.0
5004,1027,2023,-0.0
5004,1027,2024,-0.0
5004,1028,2001,-0.0
5004,1028,2002,-0.0
5004,1028,2003,-0.0
5004,1028,2004,-0.0
5004,1028,2005,-0.0
5004,1028,2006,-0.0
5004,1028,2007,-0.0
5004,1028,2008,-0.0
5004,1028,2009,-0.0
5004,1028,2010,-0.0
5004,1028,2011,-0.0
5004,1028,2012,-0.0
5004,1028,2013,-0.0
5004,1028,2014,-0.0
5004,1028,2015,-0.0
5004,1028,2016,-0.0
5004,1028,2017,-0.0
5004,1028,2018,-0.0
5004,1028,2019,-0.0
5004,1028,2020,-0.0
5004,1028,2021,-0.0
5004,1028,2022,-0.0
5004,1028,2023,-0.0
5004,1028,2024,-0.0
5004,1029,2001,-0.0
5004,1029,2002,-0.0
5004,1029,2003,-0.0
5004,1029,2004,-0.0
5004,1029,2005,-0.0
5004,1029,2006,-0.0
5004,1029,2007,-0.0
5004,1029,2008,-0.0
5004,1029,2009,-0.0
5004,1029,2010,-0.0
5004,1029,2011,-0.0
5004,1029,2012,-0.0
5004,1029,2013,-0.0
5004,1029,2014,-0.0
5004,1029,2015,-0.0
5004,1029,2016,-0.0
5004,1029,2017,-0.0
5004,1029,2018,-0.0
5004,1029,2019,-0.0
5004,1029,2020,-0.0
5004,1029,2021,-0.0
5004,1029,2022,-0.0
5004,1029,2023,-0.0
5004,1029,2024,-0.0
5004,1030,2001,-0.0
5004,1030,2002,-0.0
5004,1030,2003,-0.0
5004,1030,2004,-0.0
5004,1030,2005,-0.0
5004,1030,2006,-0.0
5004,1030,2007,-0.0
5004,1030,2008,-0.0
5004,1030,2009,-0.0
5004,1030,2010,-0.0
5004,1030,2011,-0.0
5004,1030,2012,-0.0
5004,1030,2013,-0.0
5004,1030,2014,-0.0
5004,1030,2015,-0.0
5004,1030,2016,-0.0
5004,1030,2017,-0.0
5004,1030,2018,-0.0
5004,1030,2019,-0.0
5004,1030,2020,-0.0
5004,1030,2021,-0.0
5004,1030,2022,-0.0
5004,1030,2023,-0.0
5004,1030,2024,-0.0
5004,1058,2001,-0.0
5004,1058,2002,-0.0
5004,1058,2003,-0.0
5004,1058,2004,-0.0
5004,1058,2005,-0.0
5004,1058,2006,-0.0
5004,1058,2007,-0.0
5004,1058,2008,-0.0
5004,1058,2009,-0.0
5004,1058,2010,-0.0
5004,1058,2011,-0.0
5004,1058,2012,-0.0
5004,1058,2013,-0.0
5004,1058,2014,-0.0
5004,1058,2015,-0.0
5004,1058,2016,-0.0
5004,1058,2017,-0.0
5004,1058,2018,-0.0
5004,1058,2019,-0.0
5004,1058,2020,-0.0
5004,1058,2021,-0.0
5004,1058,2022,-0.0
5004,1058,2023,-0.0
5004,1058,2024,-0.0
5004,1059,2001,-0.0
5004,1059,2002,-0.0
5004,1059,2003,-0.0
5004,1059,2004,-0.0
5004,1059,2005,-0.0
5004,1059,2006,-0.0
5004,1059,2007,-0.0
5004,1059,2008,-0.0
5004,1059,2009,-0.0
5004,1059,2010,-0.0
5004,1059,2011,-0.0
5004,1059,2012,-0.0
5004,1059,2013,-0.0
5004,1059,2014,-0.0
5004,1059,2015,-0.0
5004,1059,2016,-0.0
5004,1059,2017,-0.0
5004,1059,2018,-0.0
5004,1059,2019,-0.0
5004,1059,2020,-0.0
5004,1059,2021,-0.0
5004,1059,2022,-0.0
5004,1059,2023,-0.0
5004,1059,2024,-0.0
5004,1061,2001,-0.0
5004,1061,2002,-0.0
5004,1061,2003,-0.0
5004,1061,2004,-0.0
5004,1061,2005,-0.0
5004,1061,2006,-0.0
5004,1061,2007,-0.0
5004,1061,2008,-0.0
5004,1061,2009,-0.0
5004,1061,2010,-0.0
5004,1061,2011,-0.0
5004,1061,2012,-0.0
5004,1061,2013,-0.0
5004,1061,2014,-0.0
5004,1061,2015,-0.0
5004,1061,2016,-0.0
5004,1061,2017,-0.0
5004,1061,2018,-0.0
5004,1061,2019,-0.0
5004,1061,2020,-0.0
5004,1061,2021,-0.0
5004,1061,2022,-0.0
5004,1061,2023,-0.0
5004,1061,2024,-0.0
5004,1062,2001,-0.0
5004,1062,2002,-0.0
5004,1062,2003,-0.0
5004,1062,2004,-0.0
5004,1062,2005,-0.0
5004,1062,2006,-0.0
5004,1062,2007,-0.0
5004,1062,2008,-0.0
5004,1062,2009,-0.0
5004,1062,2010,-0.0
5004,1062,2011,-0.0
5004,1062,2012,-0.0
5004,1062,2013,-0.0
5004,1062,2014,-0.0
5004,1062,2015,-0.0
5004,1062,2016,-0.0
5004,1062,2017,-0.0
5004,1062,2018,-0.0
5004,1062,2019,-0.0
5004,1062,2020,-0.0
5004,1062,2021,-0.0
5004,1062,2022,-0.0
5004,1062,2023,-0.0
5004,1062,2024,-0.0
5004,1065,2001,-0.0
5004,1065,2002,-0.0
5004,1065,2003,-0.0
5004,1065,2004,-0.0
5004,1065,2005,-0.0
5004,1065,2006,-0.0
5004,1065,2007,-0.0
5004,1065,2008,-0.0
5004,1065,2009,-0.0
5004,1065,2010,-0.0
5004,1065,2011,-0.0
5004,1065,2012,-0.0
5004,1065,2013,-0.0
5004,1065,2014,-0.0
5004,1065,2015,-0.0
5004,1065,2016,-0.0
5004,1065,2017,-0.0
5004,1065,2018,-0.0
5004,1065,2019,-0.0
5004,1065,2020,-0.0
5004,1065,2021,-0.0
5004,1065,2022,-0.0
5004,1065,2023,-0.0
5004,1065,2024,-0.0
5004,1066,2001,-0.0
5004,1066,2002,-0.0
5004,1066,2003,-0.0
5004,1066,2004,-0.0
5004,1066,2005,-0.0
5004,1066,2006,-0.0
5004,1066,2007,-0.0
5004,1066,2008,-0.0
5004,1066,2009,-0.0
5004,1066,2010,-0.0
5004,1066,2011,-0.0
5004,1066,2012,-0.0
5004,1066,2013,-0.0
5004,1066,2014,-0.0
5004,1066,2015,-0.0
5004,1066,2016,-0.0
5004,1066,2017,-0.0
5004,1066,2018,-0.0
5004,1066,2019,-0.0
5004,1066,2020,-0.0
5004,1066,2021,-0.0
5004,1066,2022,-0.0
5004,1066,2023,-0.0
5004,1066,2024,-0.0
5004,1094,2001,-0.0
5004,1094,2002,-0.0
5004,1094,2003,-0.0
5004,1094,2004,-0.0
5004,1094,2005,-0.0
5004,1094,2006,-0.0
5004,1094,2007,-0.0
5004,1094,2008,-0.0
5004,1094,2009,-0.0
5004,1094,2010,-0.0
5004,1094,2011,-0.0
5004,1094,2012,-0.0
5004,1094,2013,-0.0
5004,1094,2014,-0.0
5004,1094,2015,-0.0
5004,1094,2016,-0.0
5004,1094,2017,-0.0
5004,1094,2018,-0.0
5004,1094,2019,-0.0
5004,1094,2020,-0.0
5004,1094,2021,-0.0
5004,1094,2022,-0.0
5004,1094,2023,-0.0
5004,1094,2024,-0.0
5004,1100,2001,-0.0
5004,1100,2002,-0.0
5004,1100,2003,-0.0
5004,1100,2004,-0.0
5004,1100,2005,-0.0
5004,1100,2006,-0.0
5004,1100,2007,-0.0
5004,1100,2008,-0.0
5004,1100,2009,-0.0
5004,1100,2010,-0.0
5004,1100,2011,-0.0
5004,1100,2012,-0.0
5004,1100,2013,-0.0
5004,1100,2014,-0.0
5004,1100,2015,-0.0
5004,1100,2016,-0.0
5004,1100,2017,-0.0
5004,1100,2018,-0.0
5004,1100,2019,-0.0
5004,1100,2020,-0.0
5004,1100,2021,-0.0
5004,1100,2022,-0.0
5004,1100,2023,-0.0
5004,1100,2024,-0.0
5004,1042,2001,-0.0
5004,1042,2002,-0.0
5004,1042,2003,-0.0
5004,1042,2004,-0.0
5004,1042,2005,-0.0
5004,1042,2006,-0.0
5004,1042,2007,-0.0
5004,1042,2008,-0.0
5004,1042,2009,-0.0
5004,1042,2010,-0.0
5004,1042,2011,-0.0
5004,1042,2012,-0.0
5004,1042,2013,-0.0
5004,1042,2014,-0.0
5004,1042,2015,-0.0
5004,1042,2016,-0.0
5004,1042,2017,-0.0
5004,1042,2018,-0.0
5004,1042,2019,-0.0
5004,1042,2020,-0.0
5004,1042,2021,-0.0
5004,1042,2022,-0.0
5004,1042,2023,-0.0
5004,1042,2024,-0.0
5004,1063,2001,0.0
5004,1063,2002,-0.0
5004,1063,2003,0.0
5004,1063,2004,0.0
5004,1063,2005,0.0
5004,1063,2006,0.0
5004,1063,2007,0.0
5004,1063,2008,0.0
5004,1063,2009,1.0
5004,1063,2010,0.0
5004,1063,2011,0.0
5004,1063,2012,0.0
5004,1063,2013,0.0
5004,1063,2014,0.0
5004,1063,2015,-0.0
5004,1063,2016,0.0
5004,1063,2017,0.0
5004,1063,2018,0.0
5004,1063,2019,0.0
5004,1063,2020,-0.0
5004,1063,2021,0.0
5004,1063,2022,0.0
5004,1063,2023,0.0
5004,1063,2024,0.0
5005,1001,2001,-0.0
5005,1001,2002,-0.0
5005,1001,2003,-0.0
5005,1001,2004,-0.0
5005,1001,2005,-0.0
5005,1001,2006,-0.0
5005,1001,2007,-0.0
5005,1001,2008,-0.0
5005,1001,2009,-0.0
5005,1001,2010,-0.0
5005,1001,2011,-0.0
5005,1001,2012,-0.0
5005,1001,2013,-0.0
5005,1001,2014,-0.0
5005,1001,2015,-0.0
5005,1001,2016,-0.0
5005,1001,2017,-0.0
5005,1001,2018,-0.0
5005,1001,2019,-0.0
5005,1001,2020,-0.0
5005,1001,2021,-0.0
5005,1001,2022,-0.0
5005,1001,2023,-0.0
5005,1001,2024,-0.0
5005,1002,2001,-0.0
5005,1002,2002,-0.0
5005,1002,2003,-0.0
5005,1002,2004,-0.0
5005,1002,2005,-0.0
5005,1002,2006,-0.0
5005,1002,2007,-0.0
5005,1002,2008,-0.0
5005,1002,2009,-0.0
5005,1002,2010,-0.0
5005,1002,2011,-0.0
5005,1002,2012,-0.0
5005,1002,2013,-0.0
5005,1002,2014,-0.0
5005,1002,2015,-0.0
5005,1002,2016,-0.0
5005,1002,2017,-0.0
5005,1002,2018,-0.0
5005,1002,2019,-0.0
5005,1002,2020,-0.0
5005,1002,2021,-0.0
5005,1002,2022,-0.0
5005,1002,2023,-0.0
5005,1002,2024,-0.0
5005,1003,2001,-0.0
5005,1003,2002,-0.0
5005,1003,2003,-0.0
5005,1003,2004,-0.0
5005,1003,2005,-0.0
5005,1003,2006,-0.0
5005,1003,2007,-0.0
5005,1003,2008,-0.0
5005,1003,2009,-0.0
5005,1003,2010,-0.0
5005,1003,2011,-0.0
5005,1003,2012,-0.0
5005,1003,2013,-0.0
5005,1003,2014,-0.0
5005,1003,2015,-0.0
5005,1003,2016,-0.0
5005,1003,2017,-0.0
5005,1003,2018,-0.0
5005,1003,2019,-0.0
5005,1003,2020,-0.0
5005,1003,2021,-0.0
5005,1003,2022,-0.0
5005,1003,2023,-0.0
5005,1003,2024,-0.0
5005,1026,2001,-0.0
5005,1026,2002,-0.0
5005,1026,2003,-0.0
5005,1026,2004,-0.0
5005,1026,2005,-0.0
5005,1026,2006,-0.0
5005,1026,2007,-0.0
5005,1026,2008,-0.0
5005,1026,2009,-0.0
5005,1026,2010,-0.0
5005,1026,2011,-0.0
5005,1026,2012,-0.0
5005,1026,2013,-0.0
5005,1026,2014,-0.0
5005,1026,2015,0.0
5005,1026,2016,-0.0
5005,1026,2017,-0.0
5005,1026,2018,1.0
5005,1026,2019,-0.0
5005,1026,2020,-0.0
5005,1026,2021,-0.0
5005,1026,2022,-0.0
5005,1026,2023,-0.0
5005,1026,2024,0.0
5005,1027,2001,-0.0
5005,1027,2002,-0.0
5005,1027,2003,-0.0
5005,1027,2004,-0.0
5005,1027,2005,-0.0
5005,1027,2006,-0.0
5005,1027,2007,-0.0
5005,1027,2008,-0.0
5005,1027,2009,-0.0
5005,1027,2010,-0.0
5005,1027,2011,-0.0
5005,1027,2012,-0.0
5005,1027,2013,-0.0
5005,1027,2014,-0.0
5005,1027,2015,-0.0
5005,1027,2016,-0.0
5005,1027,2017,-0.0
5005,1027,2018,-0.0
5005,1027,2019,-0.0
5005,1027,2020,-0.0
5005,1027,2021,-0.0
5005,1027,2022,-0.0
5005,1027,2023,-0.0
5005,1027,2024,-0.0
5005,1028,2001,-0.0
5005,1028,2002,-0.0
5005,1028,2003,-0.0
5005,1028,2004,-0.0
5005,1028,2005,-0.0
5005,1028,2006,-0.0
5005,1028,2007,-0.0
5005,1028,2008,-0.0
5005,1028,2009,-0.0
5005,1028,2010,-0.0
5005,1028,2011,-0.0
5005,1028,2012,-0.0
5005,1028,2013,-0.0
5005,1028,2014,-0.0
5005,1028,2015,-0.0
5005,1028,2016,-0.0
5005,1028,2017,-0.0
5005,1028,2018,-0.0
5005,1028,2019,-0.0
5005,1028,2020,-0.0
5005,1028,2021,-0.0
5005,1028,2022,-0.0
5005,1028,2023,-0.0
5005,1028,2024,-0.0
5005,1029,2001,-0.0
5005,1029,2002,-0.0
5005,1029,2003,-0.0
5005,1029,2004,-0.0
5005,1029,2005,-0.0
5005,1029,2006,-0.0
5005,1029,2007,-0.0
5005,1029,2008,-0.0
5005,1029,2009,-0.0
5005,1029,2010,-0.0
5005,1029,2011,-0.0
5005,1029,2012,-0.0
5005,1029,2013,-0.0
5005,1029,2014,-0.0
5005,1029,2015,-0.0
5005,1029,2016,-0.0
5005,1029,2017,-0.0
5005,1029,2018,-0.0
5005,1029,2019,-0.0
5005,1029,2020,-0.0
5005,1029,2021,-0.0
5005,1029,2022,-0.0
5005,1029,2023,-0.0
5005,1029,2024,-0.0
5005,1030,2001,-0.0
5005,1030,2002,-0.0
5005,1030,2003,-0.0
5005,1030,2004,-0.0
5005,1030,2005,-0.0
5005,1030,2006,-0.0
5005,1030,2007,-0.0
5005,1030,2008,-0.0
5005,1030,2009,-0.0
5005,1030,2010,-0.0
5005,1030,2011,-0.0
5005,1030,2012,-0.0
5005,1030,2013,-0.0
5005,1030,2014,-0.0
5005,1030,2015,-0.0
5005,1030,2016,-0.0
5005,1030,2017,-0.0
5005,1030,2018,-0.0
5005,1030,2019,-0.0
5005,1030,2020,-0.0
5005,1030,2021,-0.0
5005,1030,2022,-0.0
5005,1030,2023,-0.0
5005,1030,2024,-0.0
5005,1058,2001,-0.0
5005,1058,2002,-0.0
5005,1058,2003,-0.0
5005,1058,2004,-0.0
5005,1058,2005,-0.0
5005,1058,2006,-0.0
5005,1058,2007,-0.0
5005,1058,2008,-0.0
5005,1058,2009,-0.0
5005,1058,2010,-0.0
5005,1058,2011,-0.0
5005,1058,2012,-0.0
5005,1058,2013,-0.0
5005,1058,2014,-0.0
5005,1058,2015,-0.0
5005,1058,2016,-0.0
5005,1058,2017,-0.0
5005,1058,2018,-0.0
5005,1058,2019,-0.0
5005,1058,2020,-0.0
5005,1058,2021,-0.0
5005,1058,2022,-0.0
5005,1058,2023,-0.0
5005,1058,2024,-0.0
5005,1059,2001,-0.0
5005,1059,2002,-0.0
5005,1059,2003,-0.0
5005,1059,2004,-0.0
5005,1059,2005,-0.0
5005,1059,2006,-0.0
5005,1059,2007,-0.0
5005,1059,2008,-0.0
5005,1059,2009,-0.0
5005,1059,2010,-0.0
5005,1059,2011,-0.0
5005,1059,2012,-0.0
5005,1059,2013,-0.0
5005,1059,2014,-0.0
5005,1059,2015,-0.0
5005,1059,2016,-0.0
5005,1059,2017,-0.0
5005,1059,2018,-0.0
5005,1059,2019,-0.0
5005,1059,2020,-0.0
5005,1059,2021,-0.0
5005,1059,2022,-0.0
5005,1059,2023,-0.0
5005,1059,2024,-0.0
5005,1061,2001,-0.0
5005,1061,2002,-0.0
5005,1061,2003,-0.0
5005,1061,2004,-0.0
5005,1061,2005,-0.0
5005,1061,2006,-0.0
5005,1061,2007,-0.0
5005,1061,2008,-0.0
5005,1061,2009,-0.0
5005,1061,2010,-0.0
5005,1061,2011,-0.0
5005,1061,2012,-0.0
5005,1061,2013,-0.0
5005,1061,2014,-0.0
5005,1061,2015,-0.0
5005,1061,2016,-0.0
5005,1061,2017,-0.0
5005,1061,2018,-0.0
5005,1061,2019,-0.0
5005,1061,2020,-0.0
5005,1061,2021,-0.0
5005,1061,2022,-0.0
5005,1061,2023,-0.0
5005,1061,2024,-0.0
5005,1062,2001,-0.0
5005,1062,2002,-0.0
5005,1062,2003,-0.0
5005,1062,2004,-0.0
5005,1062,2005,-0.0
5005,1062,2006,-0.0
5005,1062,2007,-0.0
5005,1062,2008,-0.0
5005,1062,2009,-0.0
5005,1062,2010,-0.0
5005,1062,2011,-0.0
5005,1062,2012,-0.0
5005,1062,2013,-0.0
5005,1062,2014,-0.0
5005,1062,2015,-0.0
5005,1062,2016,-0.0
5005,1062,2017,-0.0
